case_id,project_type,state,district,land_area_acres,affected_families,affected_parcels,project_complexity,historical_performance_score,compensation_completion_pct,approval_completion_pct,documentation_completion_pct,possession_pct,rehabilitation_progress_pct,stakeholder_response_rate,legal_disputes_count,disputed_parcels_count,pending_approvals_count,incomplete_documents_count,unresolved_grievances_count,administrative_bottlenecks_score,field_verification_delay_days,planned_duration_months,elapsed_duration_months,avg_approval_time_days,avg_verification_time_days,avg_stakeholder_response_days,route_affected_parcel_count,route_land_area_acres,route_affected_households,route_complexity_score,route_legal_dispute_exposure,estimated_acquisition_cost_cr,delayed,actual_delay_months,actual_delay_days
CASE-005849,Expressway / Highway,Karnataka,Belagavi,244.6,238,182,4,42.2,58.9,73.1,57.0,61.4,54.6,69.8,15,23,4,63,4,49.3,41.2,30.0,5.1,54.2,37.3,12.5,182,244.6,238,4.3,12.6,1733.3,0,0.0,0
CASE-005850,Freight Corridor,Maharashtra,Pune,289.8,347,244,3,76.0,24.0,21.8,42.2,23.4,13.3,56.7,20,21,11,113,9,51.4,77.6,30.0,8.7,63.1,44.0,35.0,244,289.8,347,3.4,8.6,3784.5,1,6.4,192
CASE-005851,Port Connectivity,Tamil Nadu,Krishnagiri,295.8,488,285,5,46.4,0.0,62.4,0.0,0.0,1.5,45.7,24,40,4,228,8,88.9,129.8,42.0,11.7,78.2,62.6,37.8,285,295.8,488,5.0,14.0,2984.6,1,9.9,297
CASE-005852,Ring Road / Bypass,Gujarat,Bharuch,238.1,386,270,2,79.8,82.5,96.7,96.2,71.3,74.7,78.7,8,14,0,8,0,16.0,10.4,30.0,25.3,32.1,20.0,17.1,270,238.1,386,2.2,5.2,2348.7,0,0.0,0
CASE-005853,Ring Road / Bypass,Andhra Pradesh,Vijayawada,122.1,265,159,2,55.8,80.5,89.0,96.1,83.8,77.5,82.3,5,9,1,5,2,26.6,88.4,42.0,22.8,23.7,11.6,11.3,159,122.1,265,2.4,5.7,1077.7,0,0.0,0
CASE-005854,Expressway / Highway,Andhra Pradesh,Chittoor,354.0,821,621,3,69.1,56.1,89.2,74.2,56.0,61.9,73.0,14,15,3,128,4,43.1,40.4,24.0,19.2,45.8,44.7,30.1,621,354.0,821,3.2,2.4,3953.5,0,0.0,0
CASE-005855,Freight Corridor,Karnataka,Bengaluru Rural,296.0,282,189,3,61.9,55.7,79.7,56.8,55.4,67.2,49.3,16,24,3,65,4,43.8,80.1,30.0,15.7,61.8,24.5,36.0,189,296.0,282,3.2,12.7,2400.7,0,0.0,0
CASE-005856,High-Speed Rail Feeder,Kerala,Kozhikode,233.1,801,465,2,64.6,53.3,100.0,45.8,54.0,46.8,60.5,16,20,0,202,1,55.7,49.6,30.0,9.1,48.6,42.9,33.9,465,233.1,801,2.3,4.3,3347.2,0,0.0,0
CASE-005857,Expressway / Highway,Tamil Nadu,Tiruchirappalli,263.9,853,577,4,60.3,22.5,60.8,8.3,26.6,26.2,56.7,19,24,6,300,10,77.0,76.2,30.0,7.4,77.7,44.8,35.0,577,263.9,853,3.7,4.2,2332.4,1,9.1,273
CASE-005858,Port Connectivity,Tamil Nadu,Tiruchirappalli,209.3,575,448,2,66.6,86.9,53.7,58.1,86.3,80.0,79.6,6,7,5,150,4,38.5,14.9,30.0,14.3,33.9,14.9,16.4,448,209.3,575,2.3,1.6,1429.8,0,0.0,0
CASE-005859,Port Connectivity,Tamil Nadu,Tiruchirappalli,624.3,1113,799,4,62.8,7.3,65.9,18.3,0.0,3.8,38.7,21,21,6,300,8,83.1,92.6,30.0,10.6,77.5,42.7,46.6,799,624.3,1113,4.4,2.6,3373.2,1,8.6,258
CASE-005860,Port Connectivity,Maharashtra,Nashik,212.8,325,264,3,56.4,55.5,63.2,48.1,49.5,47.9,81.7,9,10,5,110,7,31.0,72.5,24.0,10.8,58.2,35.3,29.7,264,212.8,325,2.6,3.8,2215.1,0,0.0,0
CASE-005861,High-Speed Rail Feeder,Maharashtra,Thane,270.1,369,388,5,78.7,67.2,74.4,41.1,56.7,68.3,87.3,8,12,3,183,7,52.8,44.5,18.0,4.1,58.6,38.4,26.5,388,270.1,369,5.0,3.1,2965.5,0,0.0,0
CASE-005862,Freight Corridor,Maharashtra,Thane,355.7,930,592,4,33.3,38.3,67.5,25.9,18.2,14.7,33.1,25,25,6,300,7,75.7,106.3,36.0,19.5,100.2,52.4,37.9,592,355.7,930,3.8,4.2,3093.5,1,9.4,282
CASE-005863,Ring Road / Bypass,Tamil Nadu,Madurai,200.8,255,210,3,74.5,68.1,86.8,63.6,60.3,61.3,60.8,12,19,3,61,2,55.9,67.9,36.0,20.8,76.7,43.6,27.6,210,200.8,255,3.4,9.0,2751.8,0,0.0,0
CASE-005864,Expressway / Highway,Karnataka,Tumakuru,201.5,297,332,2,66.5,14.9,77.3,25.9,8.9,4.7,50.7,26,39,4,197,6,74.4,76.0,30.0,9.8,74.2,45.2,37.3,332,201.5,297,1.6,11.7,1041.7,1,4.8,144
CASE-005865,Freight Corridor,Telangana,Warangal,331.1,544,362,5,37.5,26.1,79.4,20.1,17.4,22.9,53.6,19,34,5,231,4,78.4,104.1,24.0,7.7,63.4,54.7,43.2,362,331.1,544,5.0,9.4,3250.2,1,7.8,234
CASE-005866,Freight Corridor,Maharashtra,Thane,154.0,399,255,1,76.1,78.6,65.7,50.3,77.7,75.1,73.1,10,18,5,101,5,52.0,44.4,24.0,15.0,64.8,47.4,8.3,255,154.0,399,1.0,7.1,1842.1,0,0.0,0
CASE-005867,Expressway / Highway,Kerala,Palakkad,403.1,600,663,2,70.7,7.4,91.3,33.0,3.1,0.0,42.5,23,24,1,300,8,63.4,84.9,18.0,9.0,93.2,46.4,44.4,663,403.1,600,2.3,3.6,3631.6,1,3.6,108
CASE-005868,Elevated Expressway,Tamil Nadu,Coimbatore,99.0,75,60,1,83.3,69.0,70.0,74.4,66.7,53.8,73.5,8,12,4,12,1,36.7,36.3,30.0,14.6,47.6,20.8,22.1,60,99.0,75,1.0,20.0,1061.0,0,0.0,0
CASE-005869,Port Connectivity,Kerala,Kozhikode,542.2,1385,1081,5,40.1,16.5,52.0,26.3,7.7,8.5,49.8,22,33,8,300,10,66.9,76.1,24.0,17.3,84.8,48.3,36.5,1081,542.2,1385,5.0,3.1,6912.1,1,11.1,333
CASE-005870,Expressway / Highway,Maharashtra,Thane,370.4,348,336,4,73.4,27.8,82.6,36.8,30.2,23.2,63.0,20,36,3,170,8,53.9,79.2,30.0,23.8,65.3,35.2,36.0,336,370.4,348,3.9,10.7,4329.9,1,5.5,165
CASE-005871,Expressway / Highway,Tamil Nadu,Tiruchirappalli,268.7,940,588,5,52.3,58.2,84.0,65.7,52.4,41.1,66.7,14,20,4,161,3,54.5,56.9,24.0,4.1,59.8,28.9,25.0,588,268.7,940,5.0,3.4,2741.9,0,0.0,0
CASE-005872,Expressway / Highway,Tamil Nadu,Chennai,282.1,556,418,4,53.4,100.0,75.9,95.2,100.0,99.1,96.6,3,3,3,16,3,8.6,61.9,24.0,13.5,17.4,22.8,15.7,418,282.1,556,4.0,0.7,3897.8,0,0.0,0
CASE-005873,Ring Road / Bypass,Telangana,Medchal,168.2,281,205,1,68.6,48.3,65.2,54.2,41.4,36.8,74.5,15,20,5,75,3,47.3,49.2,18.0,4.3,48.8,40.4,25.1,205,168.2,281,1.4,9.8,2394.7,1,1.8,54
CASE-005874,Elevated Expressway,Kerala,Kozhikode,250.7,217,187,5,73.6,100.0,98.3,97.4,93.4,98.3,78.4,1,1,0,4,0,5.0,21.1,24.0,15.6,23.0,5.0,14.1,187,250.7,217,5.0,0.5,2566.6,0,0.0,0
CASE-005875,Ring Road / Bypass,Karnataka,Bengaluru Rural,392.3,693,663,3,71.1,79.4,81.5,76.6,78.6,65.9,94.2,10,11,3,124,1,34.5,56.7,24.0,7.4,36.8,20.0,8.3,663,392.3,693,3.4,1.7,2233.0,0,0.0,0
CASE-005876,Expressway / Highway,Karnataka,Tumakuru,238.9,450,281,3,61.2,79.0,68.5,73.6,61.7,62.9,94.5,6,9,3,59,0,40.9,20.2,18.0,14.7,35.5,21.7,21.6,281,238.9,450,3.0,3.2,1687.2,0,0.0,0
CASE-005877,Expressway / Highway,Andhra Pradesh,Vijayawada,232.7,664,498,2,94.7,79.8,70.6,92.1,73.3,84.6,84.6,6,9,4,31,1,23.6,18.0,18.0,5.7,20.9,14.6,20.7,498,232.7,664,1.9,1.8,2855.5,0,0.0,0
CASE-005878,Freight Corridor,Telangana,Sangareddy,131.7,271,260,2,79.1,63.2,100.0,61.0,64.7,62.3,77.6,7,10,1,81,7,42.1,37.5,36.0,28.5,40.0,29.7,9.9,260,131.7,271,2.3,3.8,1167.7,0,0.0,0
CASE-005879,Ring Road / Bypass,Maharashtra,Nagpur,223.2,218,178,4,66.0,100.0,71.0,79.1,87.8,87.1,86.4,5,8,2,30,0,19.7,13.0,24.0,9.1,31.5,19.6,16.9,178,223.2,218,3.9,4.5,2353.7,0,0.0,0
CASE-005880,Expressway / Highway,Maharashtra,Nashik,181.3,328,242,2,65.5,69.0,92.9,58.4,65.2,78.9,69.1,6,9,2,81,6,47.5,37.2,18.0,10.0,35.0,24.4,23.7,242,181.3,328,2.2,3.7,930.7,0,0.0,0
CASE-005881,Expressway / Highway,Tamil Nadu,Madurai,101.9,182,134,2,50.8,31.9,53.3,37.3,36.4,22.5,61.3,19,28,7,67,7,76.3,70.2,24.0,18.9,56.4,56.0,38.3,134,101.9,182,1.9,20.9,1443.6,1,8.7,261
CASE-005882,Expressway / Highway,Telangana,Warangal,303.0,713,525,3,85.5,70.3,43.7,26.1,49.7,51.1,51.0,20,35,8,300,9,77.2,64.0,24.0,15.2,84.5,32.2,26.4,525,303.0,713,2.7,6.7,2688.8,1,2.3,69
CASE-005883,Ring Road / Bypass,Karnataka,Mysuru,429.3,431,445,2,97.4,49.4,80.6,46.2,42.4,24.2,66.3,10,11,3,192,6,49.5,62.9,42.0,32.2,65.4,36.8,23.6,445,429.3,431,2.5,2.5,5165.4,0,0.0,0
CASE-005884,Freight Corridor,Gujarat,Ahmedabad,121.3,318,235,1,80.3,73.6,76.2,56.3,73.6,76.5,75.7,19,22,2,82,5,36.0,39.2,24.0,5.1,62.9,26.6,18.6,235,121.3,318,1.0,9.4,1456.5,0,0.0,0
CASE-005885,Elevated Expressway,Maharashtra,Thane,324.2,783,683,5,51.7,33.2,51.9,18.3,31.3,18.7,29.4,29,40,8,300,9,98.0,93.5,30.0,23.1,80.2,50.2,37.2,683,324.2,783,4.9,5.9,3046.0,1,10.3,309
CASE-005886,Ring Road / Bypass,Maharashtra,Thane,168.5,342,250,2,62.0,65.9,63.2,78.2,72.3,68.0,68.2,11,12,4,44,2,50.2,40.6,30.0,5.8,50.6,31.5,16.2,250,168.5,342,2.0,4.8,2118.1,0,0.0,0
CASE-005887,Ring Road / Bypass,Maharashtra,Aurangabad,302.1,922,629,4,50.6,57.3,72.6,64.6,54.2,63.7,82.6,10,18,3,178,1,33.2,26.1,36.0,18.1,61.0,32.1,17.2,629,302.1,922,4.3,2.9,2454.7,0,0.0,0
CASE-005888,Expressway / Highway,Andhra Pradesh,Vijayawada,199.4,230,223,3,70.8,45.7,65.9,58.5,39.3,34.6,47.4,16,25,5,74,6,43.7,61.8,24.0,8.9,60.2,26.6,23.1,223,199.4,230,3.0,11.2,1038.3,1,5.1,153
CASE-005889,Expressway / Highway,Kerala,Ernakulam,114.4,117,127,2,66.2,75.1,85.3,70.5,85.0,87.8,84.2,1,1,0,30,0,20.7,25.7,24.0,10.1,35.6,24.9,12.3,127,114.4,117,1.7,0.8,940.7,0,0.0,0
CASE-005890,Ring Road / Bypass,Maharashtra,Aurangabad,357.9,883,629,3,49.8,36.8,53.6,1.9,34.6,7.1,55.5,26,34,7,300,5,98.0,94.4,36.0,29.8,56.2,73.2,35.0,629,357.9,883,3.2,5.4,3740.9,1,9.1,273
CASE-005891,Expressway / Highway,Telangana,Hyderabad,299.1,585,392,2,68.0,55.3,70.8,93.3,70.0,75.8,72.4,6,7,3,21,6,36.2,22.8,24.0,16.8,24.6,29.2,23.8,392,299.1,585,2.3,1.8,1574.0,0,0.0,0
CASE-005892,Freight Corridor,Maharashtra,Pune,349.9,608,365,2,50.4,51.2,80.5,42.2,53.8,56.3,67.7,17,19,4,169,7,66.1,54.9,30.0,10.3,47.8,42.6,32.7,365,349.9,608,2.3,5.2,3909.1,1,4.5,135
CASE-005893,Expressway / Highway,Maharashtra,Pune,243.0,278,266,1,82.3,72.8,75.9,77.5,71.8,61.8,87.7,8,8,2,48,3,37.2,46.2,24.0,10.9,35.7,33.0,13.3,266,243.0,278,1.0,3.0,3356.7,0,0.0,0
CASE-005894,Expressway / Highway,Tamil Nadu,Coimbatore,227.4,406,439,1,85.5,58.2,72.2,64.8,54.1,56.5,72.9,10,11,4,124,4,52.4,54.6,24.0,12.0,48.0,22.1,16.0,439,227.4,406,1.2,2.5,1569.0,0,0.0,0
CASE-005895,Expressway / Highway,Maharashtra,Pune,235.7,683,385,3,83.7,58.5,74.2,72.0,63.7,71.8,92.4,10,12,2,86,4,24.4,22.4,24.0,13.7,48.8,22.5,24.4,385,235.7,683,2.8,3.1,1273.6,0,0.0,0
CASE-005896,Port Connectivity,Tamil Nadu,Salem,313.5,491,585,1,72.0,64.2,55.1,48.8,56.4,51.3,75.1,10,17,5,240,5,47.9,46.5,24.0,10.0,59.5,33.4,23.2,585,313.5,491,1.0,2.9,1729.8,0,0.0,0
CASE-005897,Freight Corridor,Andhra Pradesh,Nellore,387.6,595,489,2,58.9,44.1,65.2,64.1,33.7,32.2,73.8,9,13,5,140,10,63.4,46.3,30.0,19.3,63.5,42.3,27.4,489,387.6,595,1.7,2.7,2045.5,0,0.0,0
CASE-005898,Expressway / Highway,Karnataka,Dakshina Kannada,251.9,686,530,5,28.0,48.8,88.8,51.0,41.3,55.3,68.0,13,20,3,208,4,54.5,50.1,30.0,20.6,59.6,55.8,33.8,530,251.9,686,4.5,3.8,3394.2,1,4.1,123
CASE-005899,Expressway / Highway,Gujarat,Vadodara,155.5,476,315,1,76.5,75.5,84.2,81.1,67.7,70.4,80.3,12,21,2,48,6,40.8,34.0,30.0,9.3,32.6,16.0,24.0,315,155.5,476,1.0,6.7,1043.0,0,0.0,0
CASE-005900,Ring Road / Bypass,Maharashtra,Nagpur,193.8,205,127,2,66.6,53.5,56.0,41.4,48.8,58.6,63.9,12,17,7,60,4,40.9,56.9,24.0,10.9,81.7,34.4,27.7,127,193.8,205,2.2,13.4,1472.1,0,0.0,0
CASE-005901,Port Connectivity,Telangana,Rangareddy,376.3,605,446,4,95.8,44.4,37.2,31.0,34.2,19.9,68.9,20,28,9,246,5,65.2,69.8,36.0,28.8,80.7,46.9,36.5,446,376.3,605,4.4,6.3,5099.4,1,4.4,132
CASE-005902,Expressway / Highway,Maharashtra,Nashik,207.6,124,149,4,70.4,33.5,72.2,31.7,28.9,31.3,58.5,22,38,4,81,5,72.7,70.0,30.0,10.1,65.0,43.9,29.2,149,207.6,124,4.3,25.5,1092.7,1,9.7,291
CASE-005903,Port Connectivity,Tamil Nadu,Krishnagiri,96.9,171,95,1,66.1,99.3,67.8,89.4,96.5,87.8,76.4,3,4,2,8,2,14.3,7.1,24.0,7.2,31.2,15.3,21.2,95,96.9,171,1.3,4.2,1023.1,0,0.0,0
CASE-005904,Freight Corridor,Karnataka,Belagavi,299.2,897,623,2,70.7,100.0,100.0,84.7,93.0,81.8,62.7,5,6,1,76,0,35.4,22.4,48.0,19.2,27.8,7.6,11.0,623,299.2,897,2.4,1.0,2219.7,0,0.0,0
CASE-005905,Ring Road / Bypass,Tamil Nadu,Krishnagiri,310.3,1030,631,3,73.0,48.3,70.4,66.0,41.3,36.8,64.9,16,22,7,172,2,46.2,56.5,18.0,14.4,50.2,26.2,31.3,631,310.3,1030,2.7,3.5,4316.4,1,5.1,153
CASE-005906,Ring Road / Bypass,Telangana,Hyderabad,134.4,113,93,3,86.4,78.9,91.9,67.6,61.4,71.9,70.1,7,8,0,24,1,34.1,36.8,24.0,18.1,27.0,22.1,19.7,93,134.4,113,2.6,8.6,623.9,0,0.0,0
CASE-005907,Port Connectivity,Maharashtra,Nashik,221.5,124,146,2,67.9,88.2,87.9,82.8,88.2,84.8,85.8,4,6,1,20,2,29.6,11.4,18.0,8.3,40.3,24.2,7.0,146,221.5,124,1.9,4.1,1949.0,0,0.0,0
CASE-005908,Ring Road / Bypass,Kerala,Thiruvananthapuram,342.0,493,559,2,63.8,24.9,55.3,28.2,14.4,21.1,64.8,15,15,7,300,8,70.6,93.4,24.0,15.7,63.3,45.6,38.8,559,342.0,493,1.9,2.7,4655.8,1,8.1,243
CASE-005909,Expressway / Highway,Tamil Nadu,Coimbatore,88.4,135,86,2,44.4,38.9,65.2,51.5,27.6,23.6,71.3,16,28,5,33,10,59.4,79.7,36.0,19.9,61.3,32.1,20.7,86,88.4,135,2.1,32.6,937.6,1,3.9,117
CASE-005910,Ring Road / Bypass,Tamil Nadu,Madurai,168.5,103,102,2,67.1,9.0,50.8,10.7,4.7,0.0,36.3,25,30,5,73,10,92.4,93.5,30.0,10.0,85.2,60.1,31.5,102,168.5,103,2.0,29.4,1218.8,1,9.8,294
CASE-005911,Expressway / Highway,Karnataka,Mysuru,583.5,1800,1128,2,65.5,34.9,43.7,43.6,38.6,59.5,59.4,15,22,8,300,5,51.6,54.7,30.0,21.6,65.7,26.8,18.4,1128,583.5,1800,2.2,2.0,6837.7,1,2.7,81
CASE-005912,High-Speed Rail Feeder,Gujarat,Vadodara,404.8,518,492,3,52.3,23.4,73.6,35.9,21.4,9.6,43.4,19,27,2,252,8,76.0,78.0,36.0,26.4,77.0,49.3,43.1,492,404.8,518,3.3,5.5,4342.8,1,8.2,246
CASE-005913,Expressway / Highway,Telangana,Rangareddy,140.5,189,178,2,53.8,24.8,72.8,9.2,17.4,26.3,40.1,25,29,6,129,11,78.9,89.4,24.0,10.9,93.8,46.4,34.5,178,140.5,189,2.1,16.3,1068.6,1,9.5,285
CASE-005914,Freight Corridor,Karnataka,Mysuru,248.9,173,193,3,38.3,62.2,82.5,61.6,46.9,55.1,57.2,12,21,1,59,5,32.5,56.6,18.0,4.6,50.2,43.5,22.1,193,248.9,173,2.7,10.9,3455.6,0,0.0,0
CASE-005915,Expressway / Highway,Maharashtra,Nashik,207.5,265,282,3,46.2,40.8,75.9,62.3,40.4,45.8,71.6,18,24,4,85,7,66.6,76.6,30.0,14.1,61.8,40.1,23.2,282,207.5,265,3.4,8.5,2709.6,1,4.8,144
CASE-005916,Expressway / Highway,Tamil Nadu,Krishnagiri,276.3,472,509,2,51.3,93.0,74.2,84.0,96.2,99.8,83.1,5,6,2,65,3,31.6,29.8,24.0,10.0,32.2,17.1,16.3,509,276.3,472,1.8,1.2,3226.2,0,0.0,0
CASE-005917,Ring Road / Bypass,Gujarat,Vadodara,369.0,335,398,4,45.6,72.5,51.5,72.4,69.9,70.1,81.7,20,23,7,88,3,46.9,37.0,24.0,11.4,54.3,28.7,18.9,398,369.0,335,4.3,5.8,3556.5,0,0.0,0
CASE-005918,Freight Corridor,Telangana,Hyderabad,285.3,569,549,5,55.3,41.3,69.3,62.7,46.7,28.5,72.6,12,17,5,164,7,50.8,57.1,24.0,13.9,55.5,24.5,29.9,549,285.3,569,5.0,3.1,2078.1,0,0.0,0
CASE-005919,Freight Corridor,Karnataka,Dakshina Kannada,368.7,498,605,2,76.9,68.8,70.1,61.7,56.2,51.6,75.7,7,8,4,185,4,45.0,35.5,30.0,18.0,59.3,19.8,14.0,605,368.7,498,2.1,1.3,2968.7,0,0.0,0
CASE-005920,Expressway / Highway,Maharashtra,Pune,292.7,556,370,2,63.9,59.1,61.5,64.0,58.9,43.0,81.6,6,10,4,107,2,38.7,46.2,30.0,12.5,63.6,16.1,19.8,370,292.7,556,1.7,2.7,2696.1,0,0.0,0
CASE-005921,Port Connectivity,Tamil Nadu,Krishnagiri,390.2,778,549,3,42.6,7.2,63.9,23.1,10.9,8.1,31.5,24,27,6,300,7,85.2,92.1,24.0,16.3,89.3,56.6,41.6,549,390.2,778,3.1,4.9,1913.8,1,10.5,315
CASE-005922,Expressway / Highway,Gujarat,Surat,132.0,100,103,1,62.6,50.5,69.8,70.1,58.3,51.3,72.4,12,21,4,25,2,42.2,56.9,24.0,10.4,51.1,25.1,28.5,103,132.0,100,1.3,20.4,1367.8,0,0.0,0
CASE-005923,Freight Corridor,Tamil Nadu,Krishnagiri,357.1,1205,725,5,49.4,26.4,53.0,6.4,20.1,13.9,25.4,26,39,9,300,5,98.0,114.2,36.0,8.5,78.8,53.1,28.0,725,357.1,1205,4.9,5.4,1966.9,1,10.1,303
CASE-005924,Ring Road / Bypass,Telangana,Rangareddy,199.1,439,404,2,82.8,54.4,87.6,69.0,55.9,61.6,61.0,7,8,2,100,3,27.1,31.6,30.0,6.0,57.9,24.6,11.9,404,199.1,439,1.8,2.0,1782.2,0,0.0,0
CASE-005925,Freight Corridor,Tamil Nadu,Chennai,243.7,394,295,4,56.2,24.7,55.5,31.8,22.3,25.6,52.9,19,34,8,161,3,64.5,77.5,30.0,23.3,74.1,60.1,29.4,295,243.7,394,3.8,11.5,2701.0,1,6.4,192
CASE-005926,Expressway / Highway,Telangana,Hyderabad,253.9,677,420,2,70.3,76.8,51.6,59.8,67.8,78.1,96.4,8,11,7,135,2,26.6,57.6,30.0,12.6,59.0,19.8,12.8,420,253.9,677,2.0,2.6,2313.9,0,0.0,0
CASE-005927,Port Connectivity,Kerala,Palakkad,254.1,541,463,2,79.5,74.0,87.8,81.2,68.4,69.5,80.1,8,12,0,70,2,46.5,54.0,30.0,8.7,38.1,17.8,18.1,463,254.1,541,1.7,2.6,2061.0,0,0.0,0
CASE-005928,Freight Corridor,Telangana,Warangal,220.9,446,424,2,66.8,22.7,54.2,21.2,12.5,17.8,56.4,26,32,7,267,6,94.9,115.0,30.0,12.3,101.6,57.3,37.8,424,220.9,446,1.9,7.5,1536.6,1,7.6,228
CASE-005929,Expressway / Highway,Telangana,Rangareddy,227.6,664,400,3,70.0,13.8,35.3,0.0,8.5,2.2,28.6,26,32,9,300,7,94.3,91.7,36.0,13.6,99.1,57.1,39.1,400,227.6,664,3.0,8.0,1241.2,1,11.0,330
CASE-005930,Ring Road / Bypass,Andhra Pradesh,Visakhapatnam,453.1,555,635,4,58.2,15.4,53.1,0.0,9.3,20.4,30.7,28,34,5,300,11,98.0,93.2,24.0,20.0,92.6,55.5,39.5,635,453.1,555,3.7,5.4,3510.5,1,17.5,525
CASE-005931,Expressway / Highway,Tamil Nadu,Krishnagiri,251.0,625,431,5,49.7,33.5,96.3,38.5,27.4,16.6,38.9,23,34,3,212,5,64.0,77.0,24.0,17.9,81.6,33.9,37.1,431,251.0,625,5.0,7.9,2578.1,1,5.1,153
CASE-005932,Freight Corridor,Karnataka,Tumakuru,135.6,470,287,2,64.9,49.1,73.5,63.1,50.1,71.0,62.5,20,30,4,85,4,64.8,60.6,24.0,12.5,54.9,44.6,23.4,287,135.6,470,2.2,10.5,1045.9,1,4.6,138
CASE-005933,Port Connectivity,Tamil Nadu,Krishnagiri,192.2,393,260,3,63.7,70.3,73.6,53.2,71.9,71.0,83.5,14,23,4,97,2,61.9,41.0,24.0,19.9,53.1,31.2,21.9,260,192.2,393,3.3,8.8,2233.7,0,0.0,0
CASE-005934,Elevated Expressway,Gujarat,Surat,287.9,247,210,3,52.6,72.4,96.4,61.1,64.8,59.2,65.5,15,25,1,65,4,20.6,41.0,18.0,12.7,44.4,24.2,14.0,210,287.9,247,3.4,11.9,2490.5,0,0.0,0
CASE-005935,Ring Road / Bypass,Karnataka,Dakshina Kannada,208.6,692,395,3,65.1,50.9,60.6,73.3,48.7,57.7,68.5,14,25,5,84,5,63.9,48.7,24.0,6.0,52.1,24.8,18.6,395,208.6,692,3.0,6.3,1895.3,0,0.0,0
CASE-005936,Expressway / Highway,Kerala,Ernakulam,119.0,196,209,2,76.0,22.4,47.6,27.1,25.1,11.8,57.8,19,23,6,122,13,77.2,87.2,48.0,30.2,92.0,50.7,44.1,209,119.0,196,2.4,11.0,911.5,1,9.1,273
CASE-005937,Expressway / Highway,Telangana,Rangareddy,149.3,243,161,3,56.1,49.0,81.0,43.3,43.2,44.9,66.4,13,23,3,73,6,47.5,99.0,30.0,18.9,58.1,41.1,25.8,161,149.3,243,3.1,14.3,1778.3,1,2.5,75
CASE-005938,Ring Road / Bypass,Tamil Nadu,Salem,282.9,662,436,4,35.0,34.3,57.4,40.9,25.5,25.3,36.2,20,35,4,206,5,59.6,81.7,24.0,6.1,87.3,48.0,36.0,436,282.9,662,4.5,8.0,2298.8,1,6.6,198
CASE-005939,Freight Corridor,Tamil Nadu,Coimbatore,401.7,407,288,4,73.9,95.4,79.4,100.0,92.0,75.3,81.1,7,10,2,0,1,6.0,11.4,18.0,12.2,18.6,22.4,15.9,288,401.7,407,3.9,3.5,3129.6,0,0.0,0
CASE-005940,Expressway / Highway,Karnataka,Belagavi,310.9,546,425,3,60.6,74.0,74.3,46.1,64.2,51.5,73.8,13,15,4,183,5,62.7,56.8,24.0,18.5,60.4,25.3,26.8,425,310.9,546,3.3,3.5,3818.6,0,0.0,0
CASE-005941,Port Connectivity,Karnataka,Tumakuru,194.6,422,241,2,66.6,19.3,25.4,11.4,10.1,18.6,21.5,23,36,11,171,9,86.8,120.5,30.0,22.4,79.1,60.3,35.2,241,194.6,422,1.9,14.9,1616.1,1,11.2,336
CASE-005942,Expressway / Highway,Tamil Nadu,Chennai,305.6,388,306,4,80.0,39.7,35.6,58.3,46.4,44.7,72.1,15,21,10,102,3,61.9,57.9,24.0,6.5,65.7,40.6,33.3,306,305.6,388,3.6,6.9,1447.2,1,3.9,117
CASE-005943,Freight Corridor,Tamil Nadu,Krishnagiri,292.0,280,247,5,50.8,57.8,83.1,76.4,54.7,61.3,63.8,14,24,2,47,2,57.0,55.1,24.0,5.2,49.1,38.4,26.3,247,292.0,280,5.0,9.7,2698.0,0,0.0,0
CASE-005944,Expressway / Highway,Andhra Pradesh,Visakhapatnam,474.7,718,546,3,57.5,34.5,57.3,39.7,36.9,38.6,47.0,19,20,6,263,7,74.0,66.1,36.0,20.9,67.3,33.8,35.1,546,474.7,718,3.2,3.7,2810.2,1,5.6,168
CASE-005945,Port Connectivity,Gujarat,Rajkot,282.0,948,592,5,49.7,20.0,30.0,3.1,17.5,18.6,37.2,23,32,10,300,11,68.1,83.6,30.0,9.9,101.3,56.9,35.1,592,282.0,948,5.0,5.4,4024.1,1,6.3,189
CASE-005946,Expressway / Highway,Karnataka,Tumakuru,285.5,391,406,5,75.7,73.7,90.2,46.4,70.0,59.7,71.7,19,31,1,174,4,53.2,53.0,24.0,4.2,59.1,48.3,15.2,406,285.5,391,5.0,7.6,3899.4,0,0.0,0
CASE-005947,Expressway / Highway,Karnataka,Belagavi,267.4,288,246,3,55.5,40.2,44.5,42.7,38.8,34.5,50.4,22,27,8,113,6,80.0,82.7,24.0,6.3,78.6,44.0,30.3,246,267.4,288,3.3,11.0,3524.3,1,5.9,177
CASE-005948,Freight Corridor,Tamil Nadu,Tiruchirappalli,353.4,934,684,4,39.2,45.3,39.0,38.1,53.9,54.3,69.6,12,14,10,300,8,70.6,98.5,30.0,16.6,71.5,30.9,28.7,684,353.4,934,3.6,2.0,4667.3,0,0.0,0
CASE-005949,Elevated Expressway,Telangana,Sangareddy,310.7,526,320,3,60.8,7.6,82.8,38.8,6.3,1.6,66.8,23,35,5,157,8,79.0,92.5,30.0,5.5,88.5,45.8,34.4,320,310.7,526,2.5,10.9,4141.4,1,5.2,156
